word,vector
6807,"[-0.2324526160955429,-0.002728582127019763,-0.16138586401939392,-0.0328349731862545,0.5497543811798096]"
3668,"[-0.15549446642398834,-0.04117812216281891,-0.16392898559570312,0.024986598640680313,0.06114327907562256]"
71535,"[-0.4577254354953766,-0.14312520623207092,-0.172678142786026,-0.05400511622428894,0.27992168068885803]"
33145,"[-0.06386182457208633,0.0735323503613472,0.10863219201564789,0.0555659718811512,-0.06597762554883957]"
4470,"[0.05788201838731766,0.03752570599317551,-0.07555943727493286,0.01875406876206398,-0.09128172695636749]"
154358,"[-0.02944834530353546,0.02261030301451683,0.026458771899342537,-0.032679151743650436,0.0343548059463501]"
55247,"[0.054142799228429794,-0.006548804230988026,-0.30749744176864624,-0.04617702588438988,0.20891258120536804]"
93272,"[-0.08788421750068665,0.04264387860894203,-0.0726291835308075,0.05603102967143059,0.023269057273864746]"
30822,"[-0.04583421349525452,-0.11433938890695572,-0.1455068290233612,-0.09064160287380219,0.004613154102116823]"
3627,"[0.07398124784231186,-0.02420562319457531,0.016865257173776627,-0.026483146473765373,0.045771628618240356]"
2012,"[0.061012450605630875,0.14595498144626617,-0.05375945568084717,0.03903703764081001,-0.05793488398194313]"
59667,"[0.06917186826467514,0.07737341523170471,-0.10600323230028152,-0.039634425193071365,0.052850391715765]"
85213,"[-0.2132013738155365,0.032064177095890045,-0.0832771509885788,-0.07596258819103241,-0.0057822540402412415]"
147378,"[-0.16137546300888062,0.022928360849618912,-0.2694855034351349,0.010239187628030777,0.09515132009983063]"
6993,"[-0.12893791496753693,-0.0815393477678299,-0.19632455706596375,-0.10936527699232101,0.09507256001234055]"
7841,"[0.07598698884248734,-0.07304419577121735,-0.010925846174359322,-0.09496384114027023,0.02323894016444683]"
92348,"[0.01239234022796154,-0.05171123892068863,0.05977100133895874,0.0522429496049881,0.019908415153622627]"
4184,"[-0.01761038415133953,-0.012064991518855095,-0.1101270467042923,-0.03544352576136589,-0.07788178324699402]"
106839,"[0.08427949249744415,0.06234988570213318,0.02897568605840206,0.08008286356925964,0.020104389637708664]"
52319,"[0.1468103975057602,0.10136126726865768,-0.1555653214454651,-0.09857527911663055,0.062258876860141754]"
3016,"[0.09888581931591034,-0.039602167904376984,0.015948336571455002,-0.057751528918743134,0.0754559189081192]"
3508,"[0.03916897997260094,-0.11454985290765762,-0.27658742666244507,-0.1003653034567833,0.08847257494926453]"
680,"[0.06403105705976486,0.06043984740972519,0.16439400613307953,-0.06250271946191788,0.004564031958580017]"
68886,"[0.025355348363518715,-0.035984449088573456,0.08047995716333389,-0.049076106399297714,0.057374514639377594]"
161634,"[-0.038831911981105804,-0.05126110464334488,-0.04360707104206085,-0.005307002924382687,0.04977480322122574]"
1212,"[0.2562788128852844,0.39074307680130005,0.292749285697937,0.6555678844451904,-0.6524360775947571]"
1620,"[0.06124349683523178,0.10065135359764099,-0.0013944965321570635,0.05443228408694267,0.04329458251595497]"
339,"[-0.05491139739751816,0.9268051981925964,0.27638211846351624,-0.7175907492637634,-0.4868473708629608]"
5460,"[-0.05717206746339798,0.010340014472603798,-0.1237429678440094,-0.014460710808634758,0.011031132191419601]"
2324,"[0.10147271305322647,0.33044373989105225,-0.3907182514667511,0.3642675578594208,-0.1312016099691391]"
5110,"[-0.20578981935977936,-0.20167620480060577,-0.3552674353122711,-0.1254555732011795,0.22788792848587036]"
889,"[-0.06097075343132019,-0.07607228308916092,-0.06719867140054703,-0.10067957639694214,-0.004477100912481546]"
4765,"[-0.08897481858730316,-0.05994974076747894,-0.09072733670473099,-0.09781506657600403,0.004669506568461657]"
487,"[0.01791069470345974,0.06528667360544205,0.1266757696866989,0.030112657696008682,0.08157261461019516]"
136864,"[-0.0939076766371727,0.05091605335474014,-0.13461947441101074,0.062376976013183594,0.10277610272169113]"
6100,"[-0.04536566883325577,-0.06586646288633347,-0.07497869431972504,-0.11441579461097717,0.011637993156909943]"
32582,"[-0.06702391058206558,0.004656340926885605,-0.13566544651985168,-0.05457029119133949,0.09992226958274841]"
3283,"[0.002295665442943573,-0.039249975234270096,-0.06778409332036972,-0.08362086117267609,-0.04831160604953766]"
5669,"[0.01930277980864048,-0.08241048455238342,-0.36082467436790466,-0.12400761991739273,0.5471006631851196]"
5292,"[-0.026533406227827072,-0.12569119036197662,-0.12263283133506775,-0.14403623342514038,0.09059850871562958]"
2949,"[0.27143943309783936,-0.14178255200386047,-0.18609125912189484,-0.006008656695485115,0.29532304406166077]"
4042,"[0.05628722161054611,0.0735730305314064,-0.14228011667728424,-0.08033720403909683,0.016179628670215607]"
508,"[0.48703962564468384,0.4849700927734375,0.11331163346767426,-0.4354557394981384,-0.47817885875701904]"
96411,"[0.03707456216216087,-0.048429492861032486,-0.12617874145507812,-0.09522658586502075,0.049295760691165924]"
87483,"[0.020305143669247627,0.004650921560823917,-0.030506562441587448,0.08793647587299347,0.016976360231637955]"
1772,"[-0.08027057349681854,-0.07786090672016144,-0.01943657174706459,-0.028007877990603447,-0.007948427461087704]"
56286,"[0.08066271990537643,0.07217864692211151,-0.10517662018537521,-0.10165785253047943,0.02863207273185253]"
79333,"[-0.0842633843421936,0.07171626389026642,-0.041427694261074066,0.02235010266304016,0.05341441184282303]"
81788,"[-0.16636112332344055,-0.0170044656842947,-0.17082446813583374,0.08387111127376556,0.015447172336280346]"
653,"[0.4330279529094696,0.057766541838645935,0.10445316880941391,-0.27203142642974854,-0.1155974343419075]"
4437,"[-0.07537875324487686,-0.0757441520690918,-0.22042451798915863,-0.03867609053850174,-0.0483098030090332]"
1947,"[-0.1352587193250656,0.026037897914648056,-0.17845119535923004,-0.06472845375537872,-0.19142773747444153]"
65,"[-0.02637232095003128,0.07689759135246277,0.14871269464492798,-0.10535579919815063,0.038343243300914764]"
4191,"[-0.08951688557863235,-0.07485474646091461,-0.07474330812692642,0.005551373586058617,0.030917510390281677]"
66511,"[-0.00757963303476572,0.08319109678268433,0.041012175381183624,-0.03768462315201759,-0.008181683719158173]"
1411,"[-0.18168184161186218,-0.03269399702548981,-0.14271414279937744,0.12460476905107498,-0.19532503187656403]"
4713,"[-0.08380274474620819,-0.14142370223999023,-0.11531958729028702,-0.043120283633470535,0.08787363767623901]"
1544,"[-0.002908403752371669,0.09590388089418411,0.1411534547805786,0.054699644446372986,-0.13276894390583038]"
2289,"[-0.09915053844451904,0.09557326138019562,-0.34036803245544434,0.07312145829200745,-0.1257670819759369]"
67665,"[0.0032882532104849815,-0.06549780815839767,0.03661253675818443,0.060605768114328384,-0.001126993098296225]"
5628,"[0.019855983555316925,-0.10740410536527634,-0.00027760397642850876,0.06434162706136703,0.08120989054441452]"
183611,"[-0.019754456356167793,0.007035166956484318,-0.1277732253074646,0.08321487158536911,0.019959706813097]"
3969,"[-0.12186035513877869,-0.11411896347999573,-0.27057740092277527,-0.09765063971281052,0.1641005128622055]"
1497,"[-0.036474987864494324,-0.05012277513742447,-0.08574569970369339,0.055386003106832504,0.007429785560816526]"
3426,"[0.02174137532711029,0.030121145769953728,-0.0018834061920642853,0.014575487934052944,0.07079560309648514]"
2580,"[0.00923979189246893,0.17711792886257172,-0.5307302474975586,0.25051751732826233,0.1592743843793869]"
910,"[0.7569175362586975,-0.14613941311836243,0.2571481168270111,0.0933569073677063,-0.2129446417093277]"
112171,"[-0.016445890069007874,-0.01305059902369976,-0.07003147155046463,-0.03452395275235176,0.029238443821668625]"
2700,"[0.3466256260871887,0.1890854835510254,-0.5982674956321716,0.4130164086818695,0.41145700216293335]"
84847,"[-0.05353555828332901,0.0018733179895207286,-0.07977651804685593,0.013101882301270962,-0.023879844695329666]"
148632,"[-0.20555298030376434,-0.05002196878194809,-0.1702781617641449,-0.03780004009604454,0.13106705248355865]"
3307,"[-0.0748014748096466,0.08310650289058685,-0.22389979660511017,0.06089846044778824,0.1957312524318695]"
4663,"[-0.01924373395740986,0.06059389188885689,-0.09162738174200058,0.05040512606501579,-0.02620721235871315]"
6881,"[-0.03972996026277542,-0.0392146036028862,-0.15769577026367188,-0.02509230375289917,0.08701447397470474]"
58803,"[-0.07354739308357239,0.02078421600162983,-0.2960854470729828,-0.10364852845668793,0.1111849695444107]"
3060,"[-0.04344317689538002,-0.08650368452072144,-0.037763774394989014,0.08141250163316727,0.20193015038967133]"
30825,"[-0.00268399715423584,-0.026310063898563385,-0.01014055497944355,0.04551394283771515,0.0622558668255806]"
77893,"[0.04184981435537338,-0.055625904351472855,-0.02674211375415325,-0.05029028654098511,-0.03090742602944374]"
123200,"[-0.050499267876148224,-0.022855738177895546,-0.15036621689796448,0.02843621000647545,0.09024707227945328]"
26150,"[-0.1383538842201233,-0.09382704645395279,-0.08018932491540909,0.05776486545801163,0.03545446693897247]"
2530,"[-0.10848385840654373,-0.03411300852894783,-0.15352660417556763,-0.0053817639127373695,0.13152998685836792]"
5048,"[0.07300525903701782,-0.06414219737052917,0.08869542181491852,-0.0803012028336525,-0.04647376388311386]"
182299,"[-0.1024957150220871,-0.0991220772266388,-0.26599857211112976,0.003915245179086924,0.09993363171815872]"
3863,"[-0.06146901100873947,-0.043224673718214035,-0.19359758496284485,-0.08453197032213211,0.1632428765296936]"
1096,"[0.15612763166427612,0.07964451611042023,0.07862123847007751,0.18815863132476807,-0.049758367240428925]"
25757,"[0.017665553838014603,0.03246188908815384,-0.15238000452518463,0.07236552983522415,0.11429551988840103]"
59421,"[-0.07319933921098709,-0.013516144827008247,-0.02301471307873726,0.033758021891117096,0.12138187140226364]"
4994,"[-0.05594068020582199,-0.18037310242652893,-0.08369018137454987,-0.12160975486040115,0.08559982478618622]"
6157,"[-0.0725725069642067,0.043902043253183365,-0.12646448612213135,0.04594740644097328,0.1285785585641861]"
1457,"[-0.007424112409353256,-0.050768785178661346,-0.017256807535886765,0.025222843512892723,0.011035808362066746]"
152173,"[-0.08657585829496384,0.017509866505861282,-0.07128390669822693,-0.041058748960494995,0.0018694405443966389]"
6286,"[-0.006496734917163849,-0.12038751691579819,-0.13046850264072418,-0.12849807739257812,0.049423351883888245]"
4396,"[0.0018873335793614388,0.025724947452545166,-0.1273682564496994,0.016810977831482887,-0.0460776723921299]"
57,"[0.04260735213756561,0.06927939504384995,0.08895137161016464,-0.0931687280535698,-0.051150258630514145]"
136834,"[-0.1680806577205658,-0.027666229754686356,-0.11104202270507812,-0.02693312056362629,-0.006915236357599497]"
27820,"[-0.11963003128767014,-0.10831012576818466,-0.17883799970149994,-0.03230547159910202,-0.01042592991143465]"
65514,"[-0.2395094633102417,-0.16831624507904053,-0.33661091327667236,-0.035608064383268356,0.15118901431560516]"
935,"[0.12287501990795135,-0.01847926899790764,-0.06524316966533661,0.07490552961826324,0.05738697946071625]"
113280,"[-0.08060804754495621,-0.07578231394290924,0.08053240925073624,0.07339685410261154,-0.07986240833997726]"
3196,"[-0.007977238856256008,-0.11170348525047302,0.01998954638838768,-0.18092027306556702,0.08618421852588654]"
1372,"[0.11233330518007278,0.16946952044963837,-0.09362069517374039,0.3041117191314697,-0.2919806241989136]"
8138,"[-0.057558849453926086,-0.10997281968593597,-0.11562766879796982,-0.12178543210029602,-0.005407494492828846]"
2087,"[-0.10280758142471313,-0.13182197511196136,-0.23145471513271332,-0.04621126130223274,-0.003301115706562996]"
3358,"[-0.06586958467960358,-0.015494594350457191,-0.13200753927230835,-0.023415397852659225,0.019610987976193428]"
4002,"[-0.10040874779224396,-0.1863027811050415,-0.10639993846416473,-0.15767890214920044,0.20086145401000977]"
97860,"[0.0458182655274868,-0.1258380115032196,-0.07067672163248062,-0.024597518146038055,0.07399607449769974]"
605,"[-0.03382207080721855,0.013883731327950954,0.08120162039995193,0.04516118764877319,-0.048549629747867584]"
924,"[0.9607174396514893,-0.034379396587610245,0.11703909933567047,0.3477986454963684,-0.4126966893672943]"
2033,"[0.07256565988063812,0.05430574715137482,-0.0997360423207283,0.07831882685422897,-0.04328019171953201]"
91094,"[-0.099212646484375,-0.1371845006942749,-0.30507850646972656,0.1359403431415558,0.022350292652845383]"
213,"[-0.038080282509326935,-0.02442724071443081,0.1893242746591568,-0.13819073140621185,-0.11419982463121414]"
96004,"[-0.0735030397772789,-0.024521011859178543,0.06360021233558655,-0.021809030324220657,-0.07334695011377335]"
139994,"[-0.16854560375213623,0.02511531114578247,-0.11262762546539307,0.04653489962220192,0.03356050327420235]"
2718,"[0.011817945167422295,0.12239940464496613,-0.18978750705718994,-0.03138088434934616,0.17969392240047455]"
3093,"[-0.017658771947026253,-0.09326712787151337,-0.10553967207670212,-0.08902949839830399,-0.08699847012758255]"
1056,"[-0.04402308538556099,0.08744969964027405,0.015431196428835392,-0.06673424690961838,-0.04411157965660095]"
285,"[-0.0380006805062294,-0.03050638921558857,0.006689122878015041,-0.054553236812353134,0.07866565138101578]"
84414,"[-0.1510171741247177,-0.1173311099410057,-0.10900368541479111,0.0005511278286576271,0.11206907778978348]"
4262,"[-0.05082990229129791,0.08789928257465363,-0.5528017282485962,-0.25084495544433594,0.02202688902616501]"
3425,"[0.0035857385955750942,-0.03562847897410393,-0.11750408262014389,-0.013605371117591858,0.023308537900447845]"
292,"[-0.42077699303627014,0.8471829295158386,0.4477633237838745,-0.7265259623527527,-0.3289254605770111]"
2924,"[-0.010502569377422333,0.003762349719181657,-0.04281718656420708,0.05926613509654999,0.1290379762649536]"
108,"[0.07715470343828201,-0.03116096556186676,-0.08811914175748825,-0.09769409149885178,0.06651383638381958]"
4055,"[-0.12129708379507065,-0.10756062716245651,-0.006676774471998215,-0.11702990531921387,0.010382384993135929]"
3538,"[-0.035232048481702805,0.05370622128248215,0.02182621695101261,-0.011962399818003178,0.009614938870072365]"
142422,"[-0.25139161944389343,0.015018407255411148,-0.46965134143829346,-0.006447091698646545,0.07408580183982849]"
6974,"[0.0004997090436518192,-0.047877151519060135,-0.007718122564256191,0.08181064575910568,0.03486037254333496]"
505,"[0.0023219867143779993,0.008127312175929546,-0.05290059745311737,0.10340594500303268,-0.0708313062787056]"
45382,"[0.0016293416265398264,0.10565856844186783,-0.09379959851503372,-0.045010097324848175,0.08838925510644913]"
91947,"[-0.09696150571107864,0.06878554075956345,-0.16031424701213837,0.06584277004003525,0.08365239948034286]"
79553,"[-0.015397850424051285,-0.08739633113145828,0.0196246150881052,-0.005283679813146591,0.06508860737085342]"
6669,"[-0.09654427319765091,-0.0028546820394694805,-0.0872969999909401,0.054333098232746124,0.09362668544054031]"
6297,"[-0.1806236356496811,-0.20410922169685364,-0.19951680302619934,-0.0038525518029928207,0.21902139484882355]"
3098,"[0.019456082955002785,0.000602279556915164,-0.18091058731079102,-0.08499013632535934,0.08474559336900711]"
259,"[0.07601191848516464,-0.03637229651212692,0.029159555211663246,0.06767664104700089,-0.10220383107662201]"
179427,"[-0.1889260858297348,0.07655594497919083,-0.3465718924999237,-0.03929922729730606,0.04716351255774498]"
1678,"[-0.11064860224723816,-0.021670613437891006,-0.11879391968250275,-0.13399803638458252,-0.08158814162015915]"
91630,"[-0.23447932302951813,-0.10407493263483047,-0.4661780595779419,0.170900359749794,0.025526368990540504]"
7063,"[-0.2955102026462555,-0.03314853459596634,-0.14698438346385956,-0.1772305816411972,0.26363715529441833]"
6981,"[-0.02374451979994774,-0.014535324648022652,-0.07588239014148712,0.07439465075731277,0.07588792592287064]"
25773,"[-0.010171562433242798,-0.10889409482479095,-0.1777799129486084,-0.06985800713300705,0.12562184035778046]"
